Dates,Average daily coal consumption,Operating rate of blast furnaces,All-steel wheel operating rate,Semi-steel wheel operating rate,Polyester filament operating rate,PTA operating rate,Average daily output of crude steel,Commercial housing transaction area of 30 cities(D),Commercial housing transaction area of 30 cities(W),Cement Price Index,Average Daily Sales of Passenger Car(Wholesale),Average Daily Sales of Passenger Car(Retail),Keqiao Textile Price Index,CCFI composite index,Edible Agricultural Products Price Index,Production price index,WTI spot price,Output: Rebar,Output:Wire Rod,Output:Hot Rolled Coil,Output: Cold Rolled Coil,Output: Plate
2014-04-05,70.40,,,,,,,21.18,,,,,,,,,,,,,,
2014-04-06,68.60,,,,,52.48,,19.18,297.29,,,,,,,,,,,,,
2014-04-07,66.00,,,,,,,20.56,,,,,104.83,,,,100.60,,,,,
2014-04-08,67.10,,,,80.00,,,45.21,,110.75,,,,,,,102.52,,,,,
2014-04-09,62.90,,,,,,,44.18,,110.74,,,,,,,103.48,,,,,
2014-04-10,65.10,,,,,,215.15,47.83,,110.73,,,,,,,,,,,,
2014-04-11,65.90,87.15,72.80,82.00,,,,44.00,,110.89,,,,1068.05,140.40,,103.60,,,,,
2014-04-12,66.10,,,,,,,34.60,,,,,,,,,,,,,,
2014-04-13,65.70,,,,,64.70,,24.80,261.18,,,,,,,,,,,,,
2014-04-14,65.30,,,,80.00,,,45.77,,110.91,,,104.80,,,,103.65,,,,,
2014-04-15,66.30,,,,,,,53.82,,110.95,,,,,,,103.57,,,,,
2014-04-16,66.60,,,,80.00,,,47.32,,110.95,,,,,,,103.77,,,,,
2014-04-17,67.40,,,,,,,48.86,,110.96,,,,,,,104.40,,,,,
2014-04-18,67.70,88.26,73.80,83.00,80.00,,,46.06,,110.93,,,,1070.97,139.60,,,,,,,
2014-04-19,67.80,,,,,,,41.68,,,,,,,,,,,,,,
2014-04-20,66.90,,,,,71.73,228.02,30.49,314.00,,,,,,,,,,,,,
2014-04-21,66.60,,,,80.00,,,48.01,,110.89,,,104.88,,,,,,,,,
2014-04-22,66.90,,,,80.00,,,51.17,,110.93,,,,,,,101.96,,,,,
2014-04-23,68.40,,,,,,,52.09,,111.12,,,,,,,101.79,,,,,
2014-04-24,69.20,,,,81.00,,,53.94,,110.73,,,,,,,,,,,,
2014-04-25,66.20,88.12,74.50,84.90,,,,56.57,,110.72,,,,1068.89,139.00,,,,,,,
2014-04-26,64.30,,,,,,,42.57,,,,,,,,,,,,,,
2014-04-27,65.20,,,,,65.00,,36.38,340.73,,,,,,,,,,,,,
2014-04-28,65.80,,,,81.00,,,56.73,,110.92,,,104.86,,,,100.90,,,,,
2014-04-29,64.80,,,,81.00,,,59.94,,111.00,,,,,,,101.08,,,,,
2014-04-30,61.90,,73.90,83.30,81.00,,227.69,65.41,,111.05,,,,1066.25,,,99.77,,,,,
2014-05-01,63.00,,,,,,,25.37,,,,,,,,,99.47,,,,,
2014-05-02,62.40,87.85,,,,,,19.50,,,,,,,138.90,,99.79,,,,,
2014-05-03,59.50,,,,,,,19.70,,,,,,,,,,,,,,
2014-05-04,60.20,,,,,73.40,,43.66,290.31,,,,,,,,,,,,,
2014-05-05,58.20,,,,72.00,,,49.18,,110.91,,,104.82,,,,99.41,,,,,
2014-05-06,60.60,,,,,,,54.98,,110.86,,,,,,,99.69,,,,,
2014-05-07,60.10,,,,,,,52.19,,110.99,,,,,,,100.74,,,,,
2014-05-08,60.80,,,,,,,54.58,,111.10,,,,,,,100.15,,,,,
2014-05-09,60.60,88.67,,,,,,56.18,,111.05,,,,1086.19,139.60,,100.04,,,,,
2014-05-10,63.70,,,,,,228.50,44.97,,,,,,,,,,,,,,
2014-05-11,63.70,,,,,76.24,,30.20,342.27,,,,,,,,,,,,,
2014-05-12,63.20,,,,,,,46.09,,110.99,,,104.58,,,,100.62,,,,,
2014-05-13,58.80,,,,72.00,,,50.84,,111.02,,,,,,,101.74,,,,,
2014-05-14,59.90,,,,,,,43.57,,110.93,,,,,,,102.15,,,,,
2014-05-15,61.90,,,,,,,46.64,,110.70,,,,,,,101.52,,,,,
2014-05-16,63.00,88.26,76.50,81.30,72.00,74.88,,47.53,,110.55,,,,1096.51,139.60,,102.03,,,,,
2014-05-17,63.00,,,,,,,37.16,,,,,,,,,,,,,,
2014-05-18,62.80,,,,,,,29.75,301.57,,,,,,,,,,,,,
2014-05-19,62.10,,,,72.00,,,44.76,,110.56,,,104.70,,,,102.61,,,,,
2014-05-20,56.70,,,,,,227.61,52.70,,110.53,,,,,,,102.79,,,,,
2014-05-21,58.60,,,,72.00,,,45.05,,110.35,,,,,,,104.30,,,,,
2014-05-22,59.60,,,,,,,46.37,,110.20,,,,,,,104.29,,,,,
2014-05-23,59.10,88.67,76.30,81.30,,,,51.74,,110.44,,,,1097.18,139.90,,105.00,,,,,
2014-05-24,60.70,,,,,,,46.19,,,,,,,,,,,,,,
2014-05-25,62.00,,,,,64.54,,32.84,319.64,,,,,,,,,,,,,
2014-05-26,61.00,,,,,,,48.71,,109.42,,,104.75,,,,,,,,,
2014-05-27,58.40,,,,,,,51.35,,109.25,,,,,,,104.18,,,,,
2014-05-28,62.00,,,,72.00,,,56.09,,109.18,,,,,,,,,,,,
2014-05-29,61.90,,,,72.00,,,54.82,,109.11,,,,,,,,,,,,
2014-05-30,64.50,88.12,75.10,82.90,,66.80,,61.73,,109.10,,,,1103.56,139.80,,102.75,,,,,
2014-05-31,64.80,,,,,,,38.92,,,,,,,,,,,,,,
2014-06-01,65.90,,,,,,,16.15,327.76,,,,,,,,,,,,,
2014-06-02,64.70,,,,,,,13.52,,,,,104.82,,,,,,,,,
2014-06-03,63.40,,,,76.00,,,36.14,,108.99,,,,,,,102.77,,,,,
2014-06-04,55.30,,,,76.00,,,44.00,,108.59,,,,,,,102.52,,,,,
2014-06-05,58.40,,,,,,,46.44,,108.56,,,,,,,102.57,,,,,
2014-06-06,61.90,88.54,74.90,82.90,,,,51.06,,108.15,,,,1109.03,139.70,,102.82,,,,,
2014-06-07,,,,,,,,37.09,,,,,,,,,,,,,,
2014-06-08,,,,,,64.66,,29.45,257.70,,,,,,,,,,,,,
2014-06-09,63.30,,,,71.00,,,48.57,,107.77,,,104.97,,,,104.41,,,,,
2014-06-10,64.60,,,,71.00,,228.76,50.40,,107.76,,,,,,,104.38,,,,,
2014-06-11,66.40,,,,71.00,,,47.90,,107.28,,,,,,,104.48,,,,,
2014-06-12,67.30,,,,71.00,,,48.46,,107.26,,,,,,,106.53,,,,,
2014-06-13,65.90,88.81,73.30,82.90,,,,50.10,,107.11,,,,1102.98,139.80,,106.66,,,,,
2014-06-14,65.70,,,,,,,43.20,,,,,,,,,,,,,,
2014-06-15,66.70,,,,,64.21,,32.31,320.94,,,,,,,,,,,,,
2014-06-16,65.70,,,,71.00,,,51.78,,107.11,,,104.81,,,,106.76,,,,,
2014-06-17,66.00,,,,,,,47.83,,106.84,,,,,,,106.27,,,,,
2014-06-18,69.57,,,,71.00,,,48.41,,106.63,,,,,,,106.16,,,,,
2014-06-19,69.40,,,,71.00,,,47.79,,106.66,,,,,,,106.62,,,,,
2014-06-20,69.40,88.67,73.20,81.40,68.00,68.70,228.79,54.36,,106.50,,,,1093.45,139.70,,107.53,,,,,
2014-06-21,67.70,,,,,,,38.29,,,,,,,,,,,,,,
2014-06-22,67.60,,,,,,,27.39,315.86,,,,,,,,,,,,,
2014-06-23,67.90,,,,68.00,,,45.36,,106.43,,,104.84,,,,106.70,,,,,
2014-06-24,61.20,,,,68.00,,,49.67,,106.12,,,,,,,106.54,,,,,
2014-06-25,61.70,,,,68.00,,,54.44,,106.09,,,,,,,107.27,,,,,
2014-06-26,62.80,,,,,,,56.26,,106.06,,,,,,,105.66,,,,,
2014-06-27,61.10,90.19,73.36,81.62,68.00,63.87,,53.67,,105.75,,,,1092.11,140.00,,105.71,,,,,
2014-06-28,62.20,,,,,,,48.20,,,,,,,,,,,,,,
2014-06-29,62.20,,,,,,,42.99,350.59,,,,,,,,,,,,,
2014-06-30,60.40,,,,68.00,,224.92,73.54,,105.65,,,104.53,,,,105.40,,,,,
2014-07-01,59.00,,,,68.00,,,42.22,,105.44,,,,,,,105.32,,,,,
2014-07-02,59.10,,,,,,,41.33,,105.25,,,,,,,104.36,,,,,
2014-07-03,56.80,,,,67.00,,,40.61,,105.20,,,,,,,103.84,,,,,
2014-07-04,59.30,90.19,73.67,83.36,67.00,58.70,,40.70,,105.01,,,,1097.12,139.70,,,,,,,
2014-07-05,62.30,,,,,,,36.37,,,,,,,,,,,,,,
2014-07-06,63.00,,,,,,,29.57,304.33,,,,,,,,,,,,,
2014-07-07,62.40,,,,67.00,,,48.54,,104.74,,,104.35,,,,103.46,,,,,
2014-07-08,62.10,,,,67.00,,,48.55,,104.47,,,,,,,103.54,,,,,
2014-07-09,64.30,,,,,,,42.22,,104.44,,,,,,,102.21,,,,,
2014-07-10,65.90,,,,64.00,,227.62,48.76,,104.21,,,,,,,102.98,,,,,
2014-07-11,67.60,90.19,72.13,83.39,64.00,57.25,,44.69,,103.87,,,,1092.07,139.40,,100.65,,,,,
2014-07-12,69.80,,,,,,,33.22,,,,,,,,,,,,,,
2014-07-13,69.50,,,,,,,24.45,290.44,,,,,,,,,,,,,
2014-07-14,69.30,,,,64.00,,,40.42,,103.63,,,104.46,,,,101.04,,,,,
2014-07-15,61.30,,,,,,,48.59,,103.39,,,,,,,99.84,,,,,
2014-07-16,64.70,,,,,,,44.18,,102.87,,,,,,,101.24,,,,,
2014-07-17,61.40,,,,,,,44.97,,102.87,,,,,,,103.09,,,,,
2014-07-18,64.10,90.19,70.00,82.80,64.00,,,47.70,,102.53,,,,1088.14,139.40,,103.01,,,,,
2014-07-19,67.80,,,,,,,42.31,,,,,,,,,,,,,,
2014-07-20,67.10,,,,,68.30,225.30,28.58,296.74,,,,,,,,,,,,,
2014-07-21,65.80,,,,61.00,,,49.70,,102.34,,,104.39,,,,104.85,,,,,
2014-07-22,64.60,,,,61.00,,,53.32,,102.29,,,,,,,103.89,,,,,
2014-07-23,68.50,,,,,,,51.33,,102.23,,,,,,,106.96,,,,,
2014-07-24,71.50,,,,,,,49.43,,102.05,,,,,,,105.46,,,,,
2014-07-25,71.20,91.16,69.22,79.29,60.00,,,50.51,,101.82,,,,1092.24,139.50,,105.82,,,,,
2014-07-26,69.10,,,,,,,46.05,,,,,,,,,,,,,,
2014-07-27,67.60,,,,,60.64,,35.36,335.71,,,,,,,,,,,,,
2014-07-28,66.40,,,,60.00,,,57.62,,101.83,,,104.19,,,,101.72,,,,,
2014-07-29,58.70,,,,,,,56.81,,101.75,,,,,,,100.91,,,,,
2014-07-30,62.90,,,,,,,75.06,,101.41,,,,,,,99.93,,,,,
2014-07-31,66.60,,,,60.00,,223.55,66.34,,101.35,,,,,,,,,,,,
2014-08-01,68.30,91.02,71.40,82.50,,65.25,,48.79,,101.13,,,,1096.44,139.50,,97.50,,,,,
2014-08-02,70.30,,,,,,,38.29,,,,,,,,,,,,,,
2014-08-03,69.80,,,,,,,27.99,370.90,,,,,,,,,,,,,
2014-08-04,69.50,,,,,,,47.49,,101.04,,,104.26,,,,,,,,,
2014-08-05,65.50,,,,60.00,,,49.45,,100.88,,,,,,,97.40,,,,,
2014-08-06,72.50,,,,,,,47.91,,100.68,,,,,,,96.97,,,,,
2014-08-07,76.80,,,,60.00,,,51.41,,100.60,,,,,,,,,,,,
2014-08-08,76.60,91.02,72.30,77.80,,63.27,,51.00,,100.45,,,,1112.05,139.20,,97.60,,,,,
2014-08-09,74.40,,,,,,,42.13,,,,,,,,,,,,,,
2014-08-10,72.10,,,,,,222.98,32.81,322.20,,,,,,,,,,,,,
2014-08-11,71.40,,,,,,,50.02,,100.32,,,104.27,,,,98.05,,,,,
2014-08-12,64.90,,,,60.00,,,48.88,,100.26,,,,,,,97.37,,,,,
2014-08-13,64.40,,,,60.00,,,50.05,,100.08,,,,,,,,,,,,
2014-08-14,62.90,,,,,,,57.31,,100.04,,,,,,,,,,,,
2014-08-15,58.40,91.02,72.40,76.40,62.00,,,57.90,,99.93,,,,1109.96,140.00,,97.11,,,,,
2014-08-16,56.10,,,,,,,45.87,,,,,,,,,,,,,,
2014-08-17,54.50,,,,,60.40,,33.15,343.17,,,,,,,,,,,,,
2014-08-18,57.30,,,,62.00,,,54.36,,99.88,,,104.38,,,,96.48,,,,,
2014-08-19,53.10,,,,,,,57.80,,99.73,,,,,,,94.76,,,,,
2014-08-20,58.00,,,,62.00,,224.93,56.46,,99.63,,,,,,,,,,,,
2014-08-21,56.10,,,,,,,54.40,,99.65,,,,,,,,,,,,
2014-08-22,51.30,91.57,71.77,78.17,,,,56.98,,99.64,,,,1114.09,140.80,,95.96,,,,,
2014-08-23,52.00,,,,,,,45.18,,,,,,,,,,,,,,
2014-08-24,53.30,,,,,60.35,,36.37,361.55,,,,,,,,,,,,,
2014-08-25,52.90,,,,,,,62.35,,99.73,,,104.56,,,,94.87,,,,,
2014-08-26,53.70,,,,,,,64.42,,99.64,,,,,,,93.90,,,,,
2014-08-27,56.10,,,,,,,55.44,,99.55,,,,,,,93.89,,,,,
2014-08-28,59.60,,,,64.00,,,60.75,,99.55,,,,,,,,,,,,
2014-08-29,58.90,91.29,72.39,81.86,,,,71.31,,99.58,,,,1106.69,141.10,,95.86,,,,,
2014-08-30,57.70,,,,,,,68.59,,,,,,,,,,,,,,
2014-08-31,57.90,,,,,56.47,192.66,48.94,431.79,,,,,,,,,,,,,
2014-09-01,57.70,,,,,,,49.15,,99.55,,,104.39,,,,,,,,,
2014-09-02,56.40,,,,72.00,,,49.77,,99.54,,,,,,,93.00,,,,,
2014-09-03,56.30,,,,72.00,,,53.24,,99.49,,,,,,,95.39,,,,,
2014-09-04,59.40,,,,72.00,,,50.97,,99.45,,,,,,,,,,,,
2014-09-05,57.90,91.57,72.21,81.01,,53.00,,63.87,,99.49,,,,1121.48,141.50,,,,,,,
2014-09-06,57.90,,,,,,,62.30,,,,,,,,,,,,,,
2014-09-07,58.90,,,,,,,22.91,352.20,,,,,,,,,,,,,
2014-09-08,58.20,,,,,,,25.98,,,,,104.49,,,,92.89,,,,,
2014-09-09,57.20,,,,72.00,,,69.02,,99.59,,,,,,,92.70,,,,,
2014-09-10,50.90,,,,72.00,,222.08,73.65,,99.66,,,,,,,91.62,,,,,
2014-09-11,55.60,,,,,,,56.19,,99.64,,,,,,,,,,,,
2014-09-12,59.90,91.44,71.54,75.80,72.00,52.84,,60.07,,99.67,,,,1114.51,141.10,,92.17,,,,,
2014-09-13,61.00,,,,,,,48.33,,,,,,,,,,,,,,
2014-09-14,60.50,,,,,,,34.22,367.46,,,,,,,,,,,,,
2014-09-15,59.90,,,,72.00,,,56.41,,99.70,,,104.30,,,,92.97,,,,,
2014-09-16,57.20,,,,72.00,,,60.02,,99.68,,,,,,,94.84,,,,,
2014-09-17,57.80,,,,72.00,,,52.75,,99.68,,,,,,,94.16,,,,,
2014-09-18,56.90,,,,,,,53.94,,99.67,,,,,,,,,,,,
2014-09-19,59.40,90.85,71.46,84.13,,54.70,,57.44,,99.67,,,,1104.76,141.40,,92.50,,,,,
2014-09-20,59.90,,,,,,216.40,56.07,,,,,,,,,,,,,,
2014-09-21,59.20,,,,,,,39.19,375.81,,,,,,,,,,,,,
2014-09-22,58.60,,,,75.00,,,56.30,,99.59,,,104.16,,,,91.67,,,,,
2014-09-23,51.50,,,,,,,54.53,,99.53,,,,,,,92.43,,,,,
2014-09-24,53.10,,,,,,,67.03,,99.47,,,,,,,94.11,,,,,
2014-09-25,53.50,,,,78.00,,,72.71,,99.46,,,,,,,,,,,,
2014-09-26,56.70,89.92,71.38,83.97,,62.11,,71.40,,99.71,,,,1087.67,142.10,,93.47,,,,,
2014-09-27,57.20,,,,,,,63.82,,,,,,,,,,,,,,
2014-09-28,57.60,,,,,,,66.57,452.36,,,,,,,,,,,,,
2014-09-29,60.10,,,,,,,75.41,,100.53,,,104.20,,,,94.57,,,,,
2014-09-30,60.00,,,,,,217.34,82.37,,100.76,,,,,,,91.28,,,,,
2014-10-01,60.60,,,,,,,21.79,,,,,,,,,90.70,,,,,
2014-10-02,58.70,,,,,,,17.13,,,,,,,,,,,,,,
2014-10-03,55.30,,,,,,,13.19,,,,,,,,,,,,,,
2014-10-04,52.70,,,,,,,16.52,,,,,,,,,,,,,,
2014-10-05,52.80,,,,,,,18.06,244.47,,,,,,,,,,,,,
2014-10-06,55.70,,,,,,,20.41,,,,,,,,,,,,,,
2014-10-07,54.30,,,,,,,26.44,,,,,,,,,,,,,,
2014-10-08,56.20,,,,78.00,,,62.43,,101.00,,,,,,,,,,,,
2014-10-09,55.00,,,,76.00,,,73.86,,101.05,,,,,,,,,,,,
2014-10-10,51.90,89.50,71.23,82.54,,70.00,219.59,80.26,,101.05,,,,1058.76,141.40,,85.86,,,,,
2014-10-11,50.90,,,,,,,67.02,,,,,,,,,,,,,,
2014-10-12,54.80,,,,,,,70.66,401.09,,,,,,,,,,,,,
2014-10-13,54.10,,,,,,,67.29,,101.20,,,104.18,,,,,,,,,
2014-10-14,50.00,,,,,,,73.02,,101.12,,,,,,,81.83,,,,,
2014-10-15,53.10,,,,76.00,,,77.87,,101.14,,,,,,,81.49,,,,,
2014-10-16,55.30,,,,76.00,,,71.78,,101.13,,,,,,,,,,,,
2014-10-17,55.20,89.01,69.90,82.54,,72.00,,70.12,,100.89,,,,1021.02,141.10,,83.09,,,,,
2014-10-18,56.10,,,,,,,67.54,,,,,,,,,,,,,,
2014-10-19,55.80,,,,,,,51.88,479.51,,,,,,,,,,,,,
2014-10-20,56.30,,,,,,215.68,73.73,,101.02,,,104.21,,,,82.85,,,,,
2014-10-21,51.60,,,,,,,72.29,,101.12,,,,,,,83.43,,,,,
2014-10-22,57.60,,,,,,,72.17,,101.10,,,,,,,81.34,,,,,
2014-10-23,60.00,,,,77.00,,,70.07,,101.10,,,,,,,,,,,,
2014-10-24,58.40,88.95,70.67,81.27,,71.24,,82.48,,101.08,,,,1021.01,,,,,,,,
2014-10-25,56.70,,,,,,,80.46,,,,,,,,,,,,,,
2014-10-26,56.60,,,,,,,59.49,510.69,,,,,,,,,,,,,
2014-10-27,55.40,,,,77.00,,,77.79,,101.84,,,104.31,,,,,,,,,
2014-10-28,54.40,,,,,,,87.49,,101.89,,,,,,,81.39,,,,,
2014-10-29,55.50,,,,,,,86.77,,101.87,,,,,,,,,,,,
2014-10-30,54.80,,,,,,,104.04,,101.81,,,,,,,,,,,,
2014-10-31,58.00,88.81,70.54,81.27,,72.72,239.99,109.56,,101.81,,,,1018.25,,,,,,,,
2014-11-01,58.40,,,,,,,56.84,,,,,,,,,,,,,,
2014-11-02,59.80,,,,,,,42.20,564.70,,,,,,,,80.76,,,,,
2014-11-03,58.80,,,,79.00,,,58.36,,101.95,,,104.11,,,,78.30,,,,,
2014-11-04,50.70,,,,,,,57.52,,101.96,,,,,,,77.21,,,,,
2014-11-05,52.60,,,,,,,60.82,,101.94,,,,,,,78.87,,,,,
2014-11-06,55.40,,,,,,,61.00,,101.94,,,,,,,,,,,,
2014-11-07,57.70,88.26,70.10,80.63,78.00,68.15,,68.26,,101.85,,,,1043.87,,,78.68,,,,,
2014-11-08,58.90,,,,,,,63.92,,,,,,,,,,,,,,
2014-11-09,57.90,,,,,,,42.91,412.78,,,,,,,,,,,,,
2014-11-10,57.90,,,,78.00,,200.72,66.27,,101.68,,,104.13,,,,77.36,,,,,
2014-11-11,55.40,,,,78.00,,,79.08,,101.74,,,,,,,77.83,,,,,
2014-11-12,58.50,,,,,,,72.52,,101.74,,,,,,,,,,,,
2014-11-13,59.90,,,,,,,64.26,,101.75,,,,,,,,,,,,
2014-11-14,60.30,84.39,57.37,72.01,,70.02,,69.81,,101.96,,,,1040.62,,,75.97,,,,,
2014-11-15,61.80,,,,,,,66.07,,,,,,,,,,,,,,
2014-11-16,61.80,,,,,,,50.91,468.91,,,,,,,,,,,,,
2014-11-17,61.80,,,,78.00,,,65.57,,102.20,,,104.16,,,,75.56,,,,,
2014-11-18,59.50,,,,,,,71.71,,102.25,,,,,,,74.45,,,,,
2014-11-19,60.00,,,,,,,71.50,,102.16,,,,,,,74.46,,,,,
2014-11-20,63.80,,,,78.00,,203.28,76.56,,102.09,,,,,,,,,,,,
2014-11-21,64.60,89.09,64.03,74.43,,73.29,,74.87,,102.07,,,,1054.96,,,,,,,,
2014-11-22,62.30,,,,,,,71.38,,,,,,,,,,,,,,
2014-11-23,62.60,,,,,,,52.64,484.23,,,,,,,,,,,,,
2014-11-24,62.10,,,,,,,71.74,,102.06,,,104.00,,,,75.85,,,,,
2014-11-25,57.90,,,,78.00,,,71.07,,102.06,,,,,,,73.97,,,,,
2014-11-26,60.00,,,,,,,76.63,,102.09,,,,,,,73.75,,,,,
2014-11-27,62.10,,,,,,,76.67,,102.08,,,,,,,,,,,,
2014-11-28,62.40,89.64,64.34,73.90,78.00,75.38,,90.07,,102.07,,,,1047.04,,,,,,,,
2014-11-29,63.50,,,,,,,83.14,,,,,,,,,,,,,,
2014-11-30,63.30,,,,,,211.62,70.48,539.79,,,,,,,,,,,,,
2014-12-01,60.90,,,,78.00,,,63.04,,102.07,,,104.05,,,,69.21,,,,,
2014-12-02,59.90,,,,,,,66.26,,101.92,,,,,,,67.07,,,,,
2014-12-03,57.00,,,,,,,62.45,,101.71,,,,,,,67.28,,,,,
2014-12-04,59.70,,,,78.00,,,68.23,,101.72,,,,,,,,,,,,
2014-12-05,62.40,89.92,64.24,72.52,78.00,52.26,,75.11,,101.68,,,,1030.07,,,65.70,,,,,
2014-12-06,61.20,,,,,,,69.51,,,,,,,,,,,,,,
2014-12-07,63.60,,,,,,,56.21,460.80,,,,,,,,,,,,,
2014-12-08,61.60,,,,,,,70.11,,101.58,,,104.07,,,,63.11,,,,,
2014-12-09,61.70,,,,78.00,,,72.90,,101.47,,,,,,,63.77,,,,,
2014-12-10,63.50,,,,78.00,,219.54,73.32,,101.42,,,,,,,60.99,,,,,
2014-12-11,64.30,,,,,,,85.11,,101.43,,,,,,,,,,,,
2014-12-12,67.00,90.61,64.03,74.43,,49.62,,77.12,,101.33,,,,1016.55,,,57.73,,,,,
2014-12-13,67.40,,,,,,,71.57,,,,,,,,,,,,,,
2014-12-14,67.50,,,,,,,56.26,506.39,,,,,,,,,,,,,
2014-12-15,66.80,,,,78.00,,,71.90,,101.19,,,103.95,,,,55.54,,,,,
2014-12-16,64.30,,,,,,,74.77,,101.04,,,,,,,55.93,,,,,
2014-12-17,67.50,,,,,,,83.10,,101.04,,,,,,,56.16,,,,,
2014-12-18,67.10,,,,78.00,,,83.30,,100.69,,,,,,,,,,,,
2014-12-19,70.60,91.85,62.01,69.66,67.00,64.00,,88.85,,100.66,,,,1036.41,,,57.75,,,,,
2014-12-20,70.30,,,,,,227.31,105.22,,,,,,,,,,,,,,
2014-12-21,69.50,,,,,,,62.65,569.78,,,,,,,,,,,,,
2014-12-22,75.60,,,,78.00,,,73.58,,100.56,,,103.94,,,,,,,,,
2014-12-23,66.70,,,,78.00,,,85.64,,100.38,,,,,,,57.02,,,,,
2014-12-24,68.90,,,,,,,89.00,,100.32,,,,,,,55.61,,,,,
2014-12-25,70.10,,,,,,,92.66,,100.28,,,,,,,,,,,,
2014-12-26,68.80,91.57,60.06,68.07,,,,95.02,,100.28,,,,1044.99,,,,,,,,
2014-12-27,71.30,,,,,,,82.18,,,,,,,,,,,,,,
2014-12-28,71.50,,,,,,,72.71,590.79,,,,,,,,,,,,,
2014-12-29,71.10,,,,,,,103.22,,100.26,,,103.92,,,,53.58,,,,,
2014-12-30,69.40,,,,,,,114.41,,100.06,,,,,,,53.77,,,,,
2014-12-31,70.40,,53.96,58.53,,,229.80,117.47,,99.80,,,,1064.42,,,,,,,,
2015-01-01,69.30,,,,,,,22.98,,,,,,,,,,,,,,
2015-01-02,67.20,91.16,,,,,,21.22,,,,,,,,,53.00,,,,,
2015-01-03,64.60,,,,,,,24.37,,,,,,,,,,,,,,
2015-01-04,66.70,,,,78.00,,,49.95,453.61,,,,,,,,,,,,,
2015-01-05,66.80,,,,78.00,,,58.36,,99.61,,,103.58,,,,49.95,,,,,
2015-01-06,68.90,,,,78.00,,,60.83,,99.52,,,,,,,,,,,,
2015-01-07,70.30,,,,,,,64.69,,99.49,,,,,,,48.56,,,,,
2015-01-08,72.30,,,,,,,62.41,,99.41,,,,,,,48.61,,,,,
2015-01-09,72.70,91.02,56.45,61.77,,70.00,,60.60,,99.37,,,,1060.66,,,48.36,,,,,
2015-01-10,73.80,,,,,,219.97,61.18,,,,,,,,,,,,,,
2015-01-11,74.10,,,,,,,36.77,404.84,,,,,,,,,,,,,
2015-01-12,72.10,,,,,,,49.51,,99.11,,,103.54,,,,46.01,,,,,
2015-01-13,69.90,,,,,,,58.32,,98.98,,,,,,,46.09,,,,,
2015-01-14,72.40,,,,70.00,,,57.85,,98.75,,,,,,,48.11,,,,,
2015-01-15,71.90,,,,67.00,,,64.43,,98.75,,,,,,,,,,,,
2015-01-16,73.30,90.88,58.07,67.01,,69.17,,60.42,,98.64,,,,1059.30,,,48.40,,,,,
2015-01-17,72.10,,,,,,,50.35,,,,,,,,,,,,,,
2015-01-18,71.90,,,,,,,41.79,382.67,,,,,,,,,,,,,
2015-01-19,71.60,,,,,,,60.39,,98.64,,,103.42,,,,,,,,,
2015-01-20,66.20,,,,67.00,,212.40,66.40,,98.63,,,,,,,46.33,,,,,
2015-01-21,68.60,,,,,,,60.02,,98.54,,,,,,,47.17,,,,,
2015-01-22,70.50,,,,,,,64.17,,98.42,,,,,,,,,,,,
2015-01-23,69.50,89.79,58.61,63.01,,66.50,,59.38,,98.33,,,,1057.48,,,45.35,,,,,
2015-01-24,71.00,,,,,,,56.93,,,,,,,,,,,,,,
2015-01-25,70.50,,,,,,,43.10,410.38,,,,,,,,,,,,,
2015-01-26,70.20,,,,63.00,,,58.83,,98.26,,,103.57,,,,45.14,,,,,
2015-01-27,66.30,,,,58.00,,,61.44,,98.26,,,,,,,45.98,,,,,
2015-01-28,67.70,,,,,,,66.17,,98.24,,,,,,,44.43,,,,,
2015-01-29,69.40,,,,56.00,,,65.07,,98.12,,,,,,,,,,,,
2015-01-30,71.60,87.43,58.02,60.07,,74.41,,77.87,,98.04,,,,1064.82,,,,,,,,
2015-01-31,72.10,,,,,,237.95,64.77,,,,,,,,,,,,,,
2015-02-01,71.70,,,,,,,28.50,422.66,,,,,,,,,,,,,
2015-02-02,70.40,,,,,,,50.17,,97.91,,,103.65,,,,49.60,,,,,
2015-02-03,65.90,,,,,,,50.93,,97.91,,,,,,,52.74,,,,,
2015-02-04,68.10,,,,,,,52.68,,97.91,,,,,,,48.75,,,,,
2015-02-05,67.90,,,,,,,57.18,,97.79,,,,,,,,,,,,
2015-02-06,65.40,86.88,52.81,62.38,,75.08,,54.50,,97.69,,,,1065.69,,,52.05,,,,,
2015-02-07,64.10,,,,,,,43.89,,,,,,,,,,,,,,
2015-02-08,63.10,,,,,,,35.74,345.09,,,,,,,,,,,,,
2015-02-09,62.20,,,,,,,50.76,,97.66,,,103.27,,,,52.78,,,,,
2015-02-10,54.90,,,,40.00,,204.54,58.28,,97.65,,,,,,,50.30,,,,,
2015-02-11,55.20,,,,37.00,,,53.76,,97.51,,,,,,,49.13,,,,,
2015-02-12,52.60,,,,,,,50.83,,97.50,,,,,,,,,,,,
2015-02-13,49.10,86.74,33.38,54.62,35.00,73.41,,46.76,,97.50,,,,1078.69,,,52.84,,,,,
2015-02-14,44.80,,,,,,,37.79,,,,,,,,,,,,,,
2015-02-15,44.90,,,,,,,33.11,331.30,,,,,,,,,,,,,
2015-02-16,39.90,,,,,,,23.10,,,,,,,,,,,,,,
